YEAR,MONTH_NUM,MONTH_MON,ENTRY_DATE,ENTITY_NAME,ENTITY_TYPE,TYPE_MODEL,DIST_FLOWN_KM,DIST_DIRECT_KM,DIST_ACHIEVED_KM
2014,1,JAN,2014-01-01T00:00:00Z,Albania,State (FIR),CPF,44782,44746.65,44087.5
2014,1,JAN,2014-01-01T00:00:00Z,Albania,State (FIR),FTFM,49328,49190.07,47423.78
2014,1,JAN,2014-01-01T00:00:00Z,Armenia,State (FIR),FTFM,23480,23269.170000000002,23002.68
2014,1,JAN,2014-01-01T00:00:00Z,Austria,State (FIR),CPF,252270,251353.30000000002,247097.24
2014,1,JAN,2014-01-01T00:00:00Z,Austria,State (FIR),FTFM,280193,275747.03,267401.38
2014,1,JAN,2014-01-01T00:00:00Z,BLUE MED FAB,FAB (FIR),CPF,1466422,1453357.85,1436435.95
2014,1,JAN,2014-01-01T00:00:00Z,BLUE MED FAB,FAB (FIR),FTFM,1759487,1711664.78,1679011.99
2014,1,JAN,2014-01-01T00:00:00Z,Baltic FAB,FAB (FIR),CPF,147679,147457.21,145436.63
2014,1,JAN,2014-01-01T00:00:00Z,Baltic FAB,FAB (FIR),FTFM,500124,496096.21,489194.38
2014,1,JAN,2014-01-01T00:00:00Z,Belgium,State (FIR),CPF,209055,208371.91,203460.63
2014,1,JAN,2014-01-01T00:00:00Z,Belgium,State (FIR),FTFM,249782,245231.80000000002,233493.18
2014,1,JAN,2014-01-01T00:00:00Z,Bosnia and Herzegovina,State (FIR),CPF,62229,62186.020000000004,61635.020000000004
2014,1,JAN,2014-01-01T00:00:00Z,Bosnia and Herzegovina,State (FIR),FTFM,64766,64341.11,62996.05
2014,1,JAN,2014-01-01T00:00:00Z,Bulgaria,State (FIR),CPF,196601,196433.95,194582.78
2014,1,JAN,2014-01-01T00:00:00Z,Bulgaria,State (FIR),FTFM,221383,221009.84,216394.94
2014,1,JAN,2014-01-01T00:00:00Z,Croatia,State (FIR),CPF,165682,165514.72,164106.96
2014,1,JAN,2014-01-01T00:00:00Z,Croatia,State (FIR),FTFM,184710,183073.79,180673.96
2014,1,JAN,2014-01-01T00:00:00Z,Cyprus,State (FIR),CPF,16856,16844.7,16510.83
2014,1,JAN,2014-01-01T00:00:00Z,Cyprus,State (FIR),FTFM,203706,193710.38,187037.80000000002
2014,1,JAN,2014-01-01T00:00:00Z,Czech Republic,State (FIR),CPF,232839,232287.81,228442.4
2014,1,JAN,2014-01-01T00:00:00Z,Czech Republic,State (FIR),FTFM,267033,264472.34,257531.75
2014,1,JAN,2014-01-01T00:00:00Z,DANUBE FAB,FAB (FIR),CPF,518988,518226.94,514526.81
2014,1,JAN,2014-01-01T00:00:00Z,DANUBE FAB,FAB (FIR),FTFM,591382,587974.5,580183
2014,1,JAN,2014-01-01T00:00:00Z,DK-SE FAB,FAB (FIR),CPF,476224,475548.01,472602.74
2014,1,JAN,2014-01-01T00:00:00Z,DK-SE FAB,FAB (FIR),FTFM,540421,535293.5,527289.72
2014,1,JAN,2014-01-01T00:00:00Z,Denmark,State (FIR),CPF,155835,155741.12,154817.69
2014,1,JAN,2014-01-01T00:00:00Z,Denmark,State (FIR),FTFM,185098,183484.9,179526.43
2014,1,JAN,2014-01-01T00:00:00Z,EUROCONTROL Area (PRR),Area (FIR),CPF,11140876,10968403.03,10902247.57
2014,1,JAN,2014-01-01T00:00:00Z,EUROCONTROL Area (PRR),Area (FIR),FTFM,14948034,14456827.09,14341623.03
2014,1,JAN,2014-01-01T00:00:00Z,Estonia,State (FIR),CPF,34591,34546.520000000004,34247.9
2014,1,JAN,2014-01-01T00:00:00Z,Estonia,State (FIR),FTFM,78518,78404.32,77719.65000000001
2014,1,JAN,2014-01-01T00:00:00Z,FAB CE,FAB (FIR),CPF,1045481,1040531.19,1029265.75
2014,1,JAN,2014-01-01T00:00:00Z,FAB CE,FAB (FIR),FTFM,1180236,1162997.53,1141603.5
2014,1,JAN,2014-01-01T00:00:00Z,FAB CE (SES RP1),FAB (FIR),CPF,816871,812594.9500000001,802851.85
2014,1,JAN,2014-01-01T00:00:00Z,FAB CE (SES RP1),FAB (FIR),FTFM,929579,915861.8,896808.86
2014,1,JAN,2014-01-01T00:00:00Z,FAB CE (SES RP2),FAB (FIR),CPF,982553,977816.51,966958.81
2014,1,JAN,2014-01-01T00:00:00Z,FAB CE (SES RP2),FAB (FIR),FTFM,1114784,1098629.58,1077970.65
2014,1,JAN,2014-01-01T00:00:00Z,FABEC,FAB (FIR),CPF,3980519,3930512.96,3879323.9
2014,1,JAN,2014-01-01T00:00:00Z,FABEC,FAB (FIR),FTFM,4462293,4293429.65,4214742.3
2014,1,JAN,2014-01-01T00:00:00Z,Finland,State (FIR),CPF,66544,66462.26,66167.87
2014,1,JAN,2014-01-01T00:00:00Z,Finland,State (FIR),FTFM,68643,68155.93000000001,67527.12
2014,1,JAN,2014-01-01T00:00:00Z,France,State (FIR),CPF,2135040,2109515.08,2076234.41
2014,1,JAN,2014-01-01T00:00:00Z,France,State (FIR),FTFM,2331430,2248514.45,2202052.48
2014,1,JAN,2014-01-01T00:00:00Z,Georgia,State (FIR),FTFM,92437,91979.96,90603.53
2014,1,JAN,2014-01-01T00:00:00Z,Germany,State (FIR),CPF,1219568,1210794.86,1192769.83
2014,1,JAN,2014-01-01T00:00:00Z,Germany,State (FIR),FTFM,1404552,1362808.45,1327833.28
2014,1,JAN,2014-01-01T00:00:00Z,Greece,State (FIR),CPF,443307,441609.92,436530.49
2014,1,JAN,2014-01-01T00:00:00Z,Greece,State (FIR),FTFM,466224,460147.78,453217.77
2014,1,JAN,2014-01-01T00:00:00Z,Hungary,State (FIR),CPF,182538,182361.61000000002,180511.34
2014,1,JAN,2014-01-01T00:00:00Z,Hungary,State (FIR),FTFM,216621,215369.83000000002,211696.05000000002
2014,1,JAN,2014-01-01T00:00:00Z,Ireland,State (FIR),CPF,118361,118225.67,117109.78
2014,1,JAN,2014-01-01T00:00:00Z,Ireland,State (FIR),FTFM,85006,84780.67,82456.77
2014,1,JAN,2014-01-01T00:00:00Z,Italy,State (FIR),CPF,918703,910162.03,896641.78
2014,1,JAN,2014-01-01T00:00:00Z,Italy,State (FIR),FTFM,1009092,981151.13,959462.16
2014,1,JAN,2014-01-01T00:00:00Z,Latvia,State (FIR),CPF,42362,42311.54,41970.21
2014,1,JAN,2014-01-01T00:00:00Z,Latvia,State (FIR),FTFM,86337,85978.36,85073.71
2014,1,JAN,2014-01-01T00:00:00Z,Lithuania,State (FIR),CPF,25350,25307.03,24870.79
2014,1,JAN,2014-01-01T00:00:00Z,Lithuania,State (FIR),FTFM,58711,58673.54,57746.54
2014,1,JAN,2014-01-01T00:00:00Z,Malta,State (FIR),CPF,85071,84994.40000000001,84300.8
2014,1,JAN,2014-01-01T00:00:00Z,Malta,State (FIR),FTFM,79850,79562.53,78709.82
2014,1,JAN,2014-01-01T00:00:00Z,Moldova,State (FIR),CPF,5445,5442.5,5377.45
2014,1,JAN,2014-01-01T00:00:00Z,Moldova,State (FIR),FTFM,22519,22508.43,21998.99
2014,1,JAN,2014-01-01T00:00:00Z,Morocco,State (FIR),CPF,118031,117909.48,116347.02
2014,1,JAN,2014-01-01T00:00:00Z,Morocco,State (FIR),FTFM,492806,488633.93,482103.97000000003
2014,1,JAN,2014-01-01T00:00:00Z,NEFAB,FAB (FIR),CPF,347239,346238.45,344012.43
2014,1,JAN,2014-01-01T00:00:00Z,NEFAB,FAB (FIR),FTFM,461632,457024.41000000003,452204.02
2014,1,JAN,2014-01-01T00:00:00Z,Netherlands,State (FIR),CPF,278839,278013.13,273703.25
2014,1,JAN,2014-01-01T00:00:00Z,Netherlands,State (FIR),FTFM,323430,318049.86,309173.4
2014,1,JAN,2014-01-01T00:00:00Z,North Macedonia,State (FIR),CPF,10604,10596.68,10250.36
2014,1,JAN,2014-01-01T00:00:00Z,North Macedonia,State (FIR),FTFM,15659,15525.66,14223.720000000001
2014,1,JAN,2014-01-01T00:00:00Z,Norway,State (FIR),CPF,203742,202958.16,201626.45
2014,1,JAN,2014-01-01T00:00:00Z,Norway,State (FIR),FTFM,228134,224651.81,221883.54
2014,1,JAN,2014-01-01T00:00:00Z,Poland,State (FIR),CPF,122329,122170.7,120565.85
2014,1,JAN,2014-01-01T00:00:00Z,Poland,State (FIR),FTFM,441057,437583.41000000003,431096.25
2014,1,JAN,2014-01-01T00:00:00Z,Portugal (Continental),State (FIR),CPF,344970,344663.07,340697.55
2014,1,JAN,2014-01-01T00:00:00Z,Portugal (Continental),State (FIR),FTFM,398397,396877.5,390953.21
2014,1,JAN,2014-01-01T00:00:00Z,RP2 minus UK,Area (FIR),CPF,9655943,0,9448706.74
2014,1,JAN,2014-01-01T00:00:00Z,RP2 minus UK,Area (FIR),FTFM,11358899,0,10878900.53
2014,1,JAN,2014-01-01T00:00:00Z,Romania,State (FIR),CPF,321896,321591.02,319455.26
2014,1,JAN,2014-01-01T00:00:00Z,Romania,State (FIR),FTFM,369646,367988.82,363472.60000000003
2014,1,JAN,2014-01-01T00:00:00Z,SES Area (RP1),Area (FIR),CPF,10353299,10195837.28,10124075.95
2014,1,JAN,2014-01-01T00:00:00Z,SES Area (RP1),Area (FIR),FTFM,12064777,11667275.6,11542890.11
2014,1,JAN,2014-01-01T00:00:00Z,SES Area (RP2),Area (FIR),CPF,10520638,10361310.43,10289827.12
2014,1,JAN,2014-01-01T00:00:00Z,SES Area (RP2),Area (FIR),FTFM,12249509,11847770,11723563.73
2014,1,JAN,2014-01-01T00:00:00Z,SW FAB,FAB (FIR),CPF,1606156,1580014.88,1560659.21
2014,1,JAN,2014-01-01T00:00:00Z,SW FAB,FAB (FIR),FTFM,1837181,1795944.81,1769471.97
2014,1,JAN,2014-01-01T00:00:00Z,Serbia and Montenegro,State (FIR),CPF,139305,139077.46,137682.57
2014,1,JAN,2014-01-01T00:00:00Z,Serbia and Montenegro,State (FIR),FTFM,154127,153457.36000000002,150488.48
2014,1,JAN,2014-01-01T00:00:00Z,Slovakia,State (FIR),CPF,108061,107888.11,106211.75
2014,1,JAN,2014-01-01T00:00:00Z,Slovakia,State (FIR),FTFM,118704,118033.42,114470.61
2014,1,JAN,2014-01-01T00:00:00Z,Slovenia,State (FIR),CPF,39010,38967.81,38455.5
2014,1,JAN,2014-01-01T00:00:00Z,Slovenia,State (FIR),FTFM,44632,44354.73,43379.69
2014,1,JAN,2014-01-01T00:00:00Z,Spain,State (FIR),CPF,1262327,1239842.68,1221090.28
2014,1,JAN,2014-01-01T00:00:00Z,Spain,State (FIR),FTFM,1440154,1405329.38,1379944.77
2014,1,JAN,2014-01-01T00:00:00Z,Spain (Canarias),State (FIR),CPF,131565,130418.58,127785.37000000001
2014,1,JAN,2014-01-01T00:00:00Z,Spain (Canarias),State (FIR),FTFM,206023,201459.30000000002,197071.51
2014,1,JAN,2014-01-01T00:00:00Z,Spain (Continental),State (FIR),CPF,1130762,1109424.1,1093304.91
2014,1,JAN,2014-01-01T00:00:00Z,Spain (Continental),State (FIR),FTFM,1234131,1203870.08,1182873.26
2014,1,JAN,2014-01-01T00:00:00Z,Sweden,State (FIR),CPF,321336,320868.92,318731.16000000003
2014,1,JAN,2014-01-01T00:00:00Z,Sweden,State (FIR),FTFM,355182,352654.15,347630.15
2014,1,JAN,2014-01-01T00:00:00Z,Switzerland,State (FIR),CPF,138943,137930.9,134076.95
2014,1,JAN,2014-01-01T00:00:00Z,Switzerland,State (FIR),FTFM,153320,149890.37,142410.53
2014,1,JAN,2014-01-01T00:00:00Z,UK (Continental),State (FIR),CPF,864695,854549.9500000001,841120.38
2014,1,JAN,2014-01-01T00:00:00Z,UK (Continental),State (FIR),FTFM,890610,866283.96,844663.2000000001
2014,1,JAN,2014-01-01T00:00:00Z,UK-Ireland FAB,FAB (FIR),CPF,983056,971521.52,958230.16
2014,1,JAN,2014-01-01T00:00:00Z,UK-Ireland FAB,FAB (FIR),FTFM,975616,947610.92,927119.97
2014,1,JAN,2014-01-01T00:00:00Z,Ukraine,State (FIR),CPF,187884,187257.7,186058.15
2014,1,JAN,2014-01-01T00:00:00Z,Ukraine,State (FIR),FTFM,512881,508664.47000000003,502697.44
2014,1,JAN,2014-01-02T00:00:00Z,Albania,State (FIR),CPF,56131,56086.76,55257.85
2014,1,JAN,2014-01-02T00:00:00Z,Albania,State (FIR),FTFM,62769,62576.43,60262.06
2014,1,JAN,2014-01-02T00:00:00Z,Armenia,State (FIR),FTFM,23696,23400.79,23056.22
2014,1,JAN,2014-01-02T00:00:00Z,Austria,State (FIR),CPF,366800,365118.39,358184.82
2014,1,JAN,2014-01-02T00:00:00Z,Austria,State (FIR),FTFM,403045,396642.63,383914.82
2014,1,JAN,2014-01-02T00:00:00Z,BLUE MED FAB,FAB (FIR),CPF,1820240,1799840.25,1777423.1099999999
2014,1,JAN,2014-01-02T00:00:00Z,BLUE MED FAB,FAB (FIR),FTFM,2187536,2123422.05,2080013.34
2014,1,JAN,2014-01-02T00:00:00Z,Baltic FAB,FAB (FIR),CPF,215842,215509.84,212687.27000000002
2014,1,JAN,2014-01-02T00:00:00Z,Baltic FAB,FAB (FIR),FTFM,690745,684228.14,673761.02
2014,1,JAN,2014-01-02T00:00:00Z,Belgium,State (FIR),CPF,274543,273105.05,265016.86
2014,1,JAN,2014-01-02T00:00:00Z,Belgium,State (FIR),FTFM,323608,316619.05,300560.61
2014,1,JAN,2014-01-02T00:00:00Z,Bosnia and Herzegovina,State (FIR),CPF,82382,82281.6,81379.01
2014,1,JAN,2014-01-02T00:00:00Z,Bosnia and Herzegovina,State (FIR),FTFM,88277,87585.49,85491.14
2014,1,JAN,2014-01-02T00:00:00Z,Bulgaria,State (FIR),CPF,239016,238786.44,236220.73
2014,1,JAN,2014-01-02T00:00:00Z,Bulgaria,State (FIR),FTFM,268801,268254.72000000003,262167.31
2014,1,JAN,2014-01-02T00:00:00Z,Croatia,State (FIR),CPF,205074,204791.19,202753.6
2014,1,JAN,2014-01-02T00:00:00Z,Croatia,State (FIR),FTFM,228625,226253.74,222715.43
2014,1,JAN,2014-01-02T00:00:00Z,Cyprus,State (FIR),CPF,20575,20552.61,20225.75
2014,1,JAN,2014-01-02T00:00:00Z,Cyprus,State (FIR),FTFM,248851,237107.89,228101.93
2014,1,JAN,2014-01-02T00:00:00Z,Czech Republic,State (FIR),CPF,325990,324937.01,319186.97000000003
2014,1,JAN,2014-01-02T00:00:00Z,Czech Republic,State (FIR),FTFM,366703,362655.08,352883.45
2014,1,JAN,2014-01-02T00:00:00Z,DANUBE FAB,FAB (FIR),CPF,652218,651004.48,646298.3
2014,1,JAN,2014-01-02T00:00:00Z,DANUBE FAB,FAB (FIR),FTFM,736916,731589.09,721627.56
2014,1,JAN,2014-01-02T00:00:00Z,DK-SE FAB,FAB (FIR),CPF,681388,679771.0700000001,674105.7000000001
2014,1,JAN,2014-01-02T00:00:00Z,DK-SE FAB,FAB (FIR),FTFM,760457,753241.0700000001,741517.88
2014,1,JAN,2014-01-02T00:00:00Z,Denmark,State (FIR),CPF,217955,217716.36000000002,215559.02000000002
2014,1,JAN,2014-01-02T00:00:00Z,Denmark,State (FIR),FTFM,249519,246996.76,241599.81
2014,1,JAN,2014-01-02T00:00:00Z,EUROCONTROL Area (PRR),Area (FIR),CPF,14648722,14380544.69,14283319.56
2014,1,JAN,2014-01-02T00:00:00Z,EUROCONTROL Area (PRR),Area (FIR),FTFM,19256343,18581921.08,18418719.71
2014,1,JAN,2014-01-02T00:00:00Z,Estonia,State (FIR),CPF,46717,46636.39,46154.520000000004
2014,1,JAN,2014-01-02T00:00:00Z,Estonia,State (FIR),FTFM,106698,106471.29000000001,105429.42
2014,1,JAN,2014-01-02T00:00:00Z,FAB CE,FAB (FIR),CPF,1490743,1481987.25,1463245.71
2014,1,JAN,2014-01-02T00:00:00Z,FAB CE,FAB (FIR),FTFM,1659823,1634337.25,1599131.5899999999
2014,1,JAN,2014-01-02T00:00:00Z,FAB CE (SES RP1),FAB (FIR),CPF,1204118,1196535.6,1179917.83
2014,1,JAN,2014-01-02T00:00:00Z,FAB CE (SES RP1),FAB (FIR),FTFM,1343734,1323295.99,1291695.3
2014,1,JAN,2014-01-02T00:00:00Z,FAB CE (SES RP2),FAB (FIR),CPF,1409192,1400923.25,1382671.43
2014,1,JAN,2014-01-02T00:00:00Z,FAB CE (SES RP2),FAB (FIR),FTFM,1571864,1548091,1513922.8900000001
2014,1,JAN,2014-01-02T00:00:00Z,FABEC,FAB (FIR),CPF,5163724,5083576.46,5009806.65
2014,1,JAN,2014-01-02T00:00:00Z,FABEC,FAB (FIR),FTFM,5757906,5529054.02,5419345.39
2014,1,JAN,2014-01-02T00:00:00Z,Finland,State (FIR),CPF,99214,99025.34,98582.31
2014,1,JAN,2014-01-02T00:00:00Z,Finland,State (FIR),FTFM,105076,103940.62,102888.40000000001
2014,1,JAN,2014-01-02T00:00:00Z,France,State (FIR),CPF,2669965,2633003.62,2586708.26
2014,1,JAN,2014-01-02T00:00:00Z,France,State (FIR),FTFM,2902204,2795015.3200000003,2732779.25
2014,1,JAN,2014-01-02T00:00:00Z,Georgia,State (FIR),FTFM,102867,102337.88,100772.93000000001
2014,1,JAN,2014-01-02T00:00:00Z,Germany,State (FIR),CPF,1671840,1656414.75,1629642.9
2014,1,JAN,2014-01-02T00:00:00Z,Germany,State (FIR),FTFM,1919154,1858924.21,1807683.22
2014,1,JAN,2014-01-02T00:00:00Z,Greece,State (FIR),CPF,526942,524208.9,518933.8
2014,1,JAN,2014-01-02T00:00:00Z,Greece,State (FIR),FTFM,545940,538191.1,529961.95
2014,1,JAN,2014-01-02T00:00:00Z,Hungary,State (FIR),CPF,267994,267614.08,264167.85
2014,1,JAN,2014-01-02T00:00:00Z,Hungary,State (FIR),FTFM,315117,313114.47000000003,306562.10000000003
2014,1,JAN,2014-01-02T00:00:00Z,Ireland,State (FIR),CPF,153026,152691.16,151225.09
2014,1,JAN,2014-01-02T00:00:00Z,Ireland,State (FIR),FTFM,119038,118728.67,116127.05
2014,1,JAN,2014-01-02T00:00:00Z,Italy,State (FIR),CPF,1178064,1163440.78,1144476.42
2014,1,JAN,2014-01-02T00:00:00Z,Italy,State (FIR),FTFM,1294882,1254734.24,1225586.33
2014,1,JAN,2014-01-02T00:00:00Z,Latvia,State (FIR),CPF,60115,60027.590000000004,59452.950000000004
2014,1,JAN,2014-01-02T00:00:00Z,Latvia,State (FIR),FTFM,127089,126500.01000000001,124913.36
2014,1,JAN,2014-01-02T00:00:00Z,Lithuania,State (FIR),CPF,39032,38969.75,38353.12
2014,1,JAN,2014-01-02T00:00:00Z,Lithuania,State (FIR),FTFM,75768,75678.63,74134.56
2014,1,JAN,2014-01-02T00:00:00Z,Malta,State (FIR),CPF,93315,93228.52,92429.84
2014,1,JAN,2014-01-02T00:00:00Z,Malta,State (FIR),FTFM,93318,92927.8,91812.93000000001
2014,1,JAN,2014-01-02T00:00:00Z,Moldova,State (FIR),CPF,8174,8169.08,8117.5
2014,1,JAN,2014-01-02T00:00:00Z,Moldova,State (FIR),FTFM,24462,24440.59,23960.57
2014,1,JAN,2014-01-02T00:00:00Z,Morocco,State (FIR),CPF,130849,130680.72,128543.31
2014,1,JAN,2014-01-02T00:00:00Z,Morocco,State (FIR),FTFM,560981,554949.86,545879.24
2014,1,JAN,2014-01-02T00:00:00Z,NEFAB,FAB (FIR),CPF,509738,505900.35000000003,502087.87
2014,1,JAN,2014-01-02T00:00:00Z,NEFAB,FAB (FIR),FTFM,679430,671830.35,664712.1
2014,1,JAN,2014-01-02T00:00:00Z,Netherlands,State (FIR),CPF,355342,352828.62,345619.28
2014,1,JAN,2014-01-02T00:00:00Z,Netherlands,State (FIR),FTFM,403648,396697.27,384132.17
2014,1,JAN,2014-01-02T00:00:00Z,North Macedonia,State (FIR),CPF,17184,17168.58,16775.93
2014,1,JAN,2014-01-02T00:00:00Z,North Macedonia,State (FIR),FTFM,22893,22693.39,20966.22
2014,1,JAN,2014-01-02T00:00:00Z,Norway,State (FIR),CPF,303692,300308.99,297898.09
2014,1,JAN,2014-01-02T00:00:00Z,Norway,State (FIR),FTFM,340554,335324.72000000003,331468.25
2014,1,JAN,2014-01-02T00:00:00Z,Poland,State (FIR),CPF,176810,176557.21,174334.14
2014,1,JAN,2014-01-02T00:00:00Z,Poland,State (FIR),FTFM,614799,608966.49,599446.39
2014,1,JAN,2014-01-02T00:00:00Z,Portugal (Continental),State (FIR),CPF,473244,472435.61,465935.53
2014,1,JAN,2014-01-02T00:00:00Z,Portugal (Continental),State (FIR),FTFM,554443,552523.79,542915.55
2014,1,JAN,2014-01-02T00:00:00Z,RP2 minus UK,Area (FIR),CPF,12583437,0,12272156.27
2014,1,JAN,2014-01-02T00:00:00Z,RP2 minus UK,Area (FIR),FTFM,14788595,0,14128184.94
2014,1,JAN,2014-01-02T00:00:00Z,Romania,State (FIR),CPF,412535,412020.49,409411.24
2014,1,JAN,2014-01-02T00:00:00Z,Romania,State (FIR),FTFM,467935,465006.93,459245.17
2014,1,JAN,2014-01-02T00:00:00Z,SES Area (RP1),Area (FIR),CPF,13555674,13312588.72,13207985.03
2014,1,JAN,2014-01-02T00:00:00Z,SES Area (RP1),Area (FIR),FTFM,15816411,15272148.4,15090624.32
2014,1,JAN,2014-01-02T00:00:00Z,SES Area (RP2),Area (FIR),CPF,13759449,13513679.18,13409443.71
2014,1,JAN,2014-01-02T00:00:00Z,SES Area (RP2),Area (FIR),FTFM,16045994,15495574.29,15314307.24
2014,1,JAN,2014-01-02T00:00:00Z,SW FAB,FAB (FIR),CPF,1981004,1944665.25,1918709.57
2014,1,JAN,2014-01-02T00:00:00Z,SW FAB,FAB (FIR),FTFM,2277085,2224971.27,2189736.46
2014,1,JAN,2014-01-02T00:00:00Z,Serbia and Montenegro,State (FIR),CPF,186056,185672.89,183496.19
2014,1,JAN,2014-01-02T00:00:00Z,Serbia and Montenegro,State (FIR),FTFM,203251,202229.53,198260.68
2014,1,JAN,2014-01-02T00:00:00Z,Slovakia,State (FIR),CPF,191882,191627.18,187775.03
2014,1,JAN,2014-01-02T00:00:00Z,Slovakia,State (FIR),FTFM,199637,198639.03,190851.39
2014,1,JAN,2014-01-02T00:00:00Z,Slovenia,State (FIR),CPF,51501,51436.74,50665.78
2014,1,JAN,2014-01-02T00:00:00Z,Slovenia,State (FIR),FTFM,58964,58581.840000000004,57204.07
2014,1,JAN,2014-01-02T00:00:00Z,Spain,State (FIR),CPF,1511833,1482195.03,1456817.33
2014,1,JAN,2014-01-02T00:00:00Z,Spain,State (FIR),FTFM,1722844,1680712.42,1647039.03
2014,1,JAN,2014-01-02T00:00:00Z,Spain (Canarias),State (FIR),CPF,155801,154408.44,150266.76
2014,1,JAN,2014-01-02T00:00:00Z,Spain (Canarias),State (FIR),FTFM,252342,247866.44,241599.30000000002
2014,1,JAN,2014-01-02T00:00:00Z,Spain (Continental),State (FIR),CPF,1356032,1327786.59,1306550.57
2014,1,JAN,2014-01-02T00:00:00Z,Spain (Continental),State (FIR),FTFM,1470502,1432845.99,1405439.73
2014,1,JAN,2014-01-02T00:00:00Z,Sweden,State (FIR),CPF,463434,462258.4,458548.2
2014,1,JAN,2014-01-02T00:00:00Z,Sweden,State (FIR),FTFM,511307,507706.39,500283.56
2014,1,JAN,2014-01-02T00:00:00Z,Switzerland,State (FIR),CPF,189423,186022.61000000002,180231.24
2014,1,JAN,2014-01-02T00:00:00Z,Switzerland,State (FIR),FTFM,206224,201476.62,191195
2014,1,JAN,2014-01-02T00:00:00Z,UK (Continental),State (FIR),CPF,1176012,1158843.44,1137287.44
2014,1,JAN,2014-01-02T00:00:00Z,UK (Continental),State (FIR),FTFM,1257399,1218743.35,1186122.3
2014,1,JAN,2014-01-02T00:00:00Z,UK-Ireland FAB,FAB (FIR),CPF,1330122,1311069.26,1289578.2
2014,1,JAN,2014-01-02T00:00:00Z,UK-Ireland FAB,FAB (FIR),FTFM,1377402,1334743.12,1303205.1400000001
2014,1,JAN,2014-01-02T00:00:00Z,Ukraine,State (FIR),CPF,350192,347473.09,343135.24
2014,1,JAN,2014-01-02T00:00:00Z,Ukraine,State (FIR),FTFM,772183,762465.39,749155.09
2014,1,JAN,2014-01-03T00:00:00Z,Albania,State (FIR),CPF,47350,47298.62,46582.92
2014,1,JAN,2014-01-03T00:00:00Z,Albania,State (FIR),FTFM,52831,52703.020000000004,49819.21
2014,1,JAN,2014-01-03T00:00:00Z,Armenia,State (FIR),FTFM,27295,26962.61,26546.97
2014,1,JAN,2014-01-03T00:00:00Z,Austria,State (FIR),CPF,339668,338204.44,331226.01
2014,1,JAN,2014-01-03T00:00:00Z,Austria,State (FIR),FTFM,376713,370233.02,358425.85000000003
2014,1,JAN,2014-01-03T00:00:00Z,BLUE MED FAB,FAB (FIR),CPF,1755784,1736028.17,1713832.31
2014,1,JAN,2014-01-03T00:00:00Z,BLUE MED FAB,FAB (FIR),FTFM,2090174,2029474.6,1988242.48
2014,1,JAN,2014-01-03T00:00:00Z,Baltic FAB,FAB (FIR),CPF,207024,206645.85,203479.61000000002
2014,1,JAN,2014-01-03T00:00:00Z,Baltic FAB,FAB (FIR),FTFM,657964,651483.25,640750.53
2014,1,JAN,2014-01-03T00:00:00Z,Belgium,State (FIR),CPF,291807,289826.97000000003,280439.44
2014,1,JAN,2014-01-03T00:00:00Z,Belgium,State (FIR),FTFM,343930,336595.33,318826.05
2014,1,JAN,2014-01-03T00:00:00Z,Bosnia and Herzegovina,State (FIR),CPF,86300,86198.92,85336.19
2014,1,JAN,2014-01-03T00:00:00Z,Bosnia and Herzegovina,State (FIR),FTFM,97955,97169.46,94870.15000000001
2014,1,JAN,2014-01-03T00:00:00Z,Bulgaria,State (FIR),CPF,253777,253528.43,251516
2014,1,JAN,2014-01-03T00:00:00Z,Bulgaria,State (FIR),FTFM,278006,277341.21,270961.99
2014,1,JAN,2014-01-03T00:00:00Z,Croatia,State (FIR),CPF,196625,196311.28,194313.42
2014,1,JAN,2014-01-03T00:00:00Z,Croatia,State (FIR),FTFM,214095,211892.88,208328.11000000002
2014,1,JAN,2014-01-03T00:00:00Z,Cyprus,State (FIR),CPF,18807,18774.91,18508.27
2014,1,JAN,2014-01-03T00:00:00Z,Cyprus,State (FIR),FTFM,214629,204938.19,198050.53
2014,1,JAN,2014-01-03T00:00:00Z,Czech Republic,State (FIR),CPF,336406,335000.68,328955.79
2014,1,JAN,2014-01-03T00:00:00Z,Czech Republic,State (FIR),FTFM,380298,376220.22000000003,366245.21
2014,1,JAN,2014-01-03T00:00:00Z,DANUBE FAB,FAB (FIR),CPF,690255,688740.28,684816.64
2014,1,JAN,2014-01-03T00:00:00Z,DANUBE FAB,FAB (FIR),FTFM,776036,770169.64,759854.3200000001
2014,1,JAN,2014-01-03T00:00:00Z,DK-SE FAB,FAB (FIR),CPF,707969,706648.97,701174.8
2014,1,JAN,2014-01-03T00:00:00Z,DK-SE FAB,FAB (FIR),FTFM,800522,792762.35,780389.85
2014,1,JAN,2014-01-03T00:00:00Z,Denmark,State (FIR),CPF,225231,224943.98,223134
2014,1,JAN,2014-01-03T00:00:00Z,Denmark,State (FIR),FTFM,265627,262788.97000000003,257016.59
2014,1,JAN,2014-01-03T00:00:00Z,EUROCONTROL Area (PRR),Area (FIR),CPF,15067442,14785341.41,14677652.32
2014,1,JAN,2014-01-03T00:00:00Z,EUROCONTROL Area (PRR),Area (FIR),FTFM,19835535,19136712.6,18961446.14
2014,1,JAN,2014-01-03T00:00:00Z,Estonia,State (FIR),CPF,49095,49031.81,48485.62
2014,1,JAN,2014-01-03T00:00:00Z,Estonia,State (FIR),FTFM,111707,111424.39,110218.26000000001
