YEAR,MONTH_NUM,PERIOD_ID,STATE_NAME,NBR_FLIGHTS_DESCENT,TOT_DIST_LEVEL_NM_DESCENT,AVG_DIST_DESCENT
2015,3,201503,Finland,10216,10775.107781519659,1.0547286395379463
2015,3,201503,France,70651,1060980.221951244,15.01720035033112
2015,3,201503,Germany,84947,1079275.22851155,12.705277743905611
2015,3,201503,Greece,10172,34130.77194679473,3.3553649180883536
2015,3,201503,Guernsey,494,1869.8613015626725,3.7851443351471104
2015,3,201503,Hungary,3706,35909.98343967345,9.689687922200068
2015,3,201503,Ireland,9281,61172.10084898918,6.591110963149357
2015,3,201503,Isle of Man,875,3822.33419863367,4.368381941295623
2015,3,201503,Italy,51910,433230.5720071755,8.345801810964659
2015,3,201503,Jersey,551,1425.18359250233,2.5865400952855353
2015,3,201503,Latvia,1807,2295.1194387277,1.2701269721791368
2015,3,201503,Lithuania,1843,4752.736181465129,2.5788042221731575
2015,3,201503,Luxembourg,2244,30974.1429934663,13.803094025608868
2015,3,201503,Macedonia,475,1408.11136445742,2.9644449778050945
2015,3,201503,Malta,1318,6345.02624886109,4.814132207026623
2015,3,201503,Moldova,691,967.343710103205,1.3999185384995732
2015,3,201503,Montenegro,485,1205.864112968881,2.486317758698724
2015,3,201503,Morocco,1490,3644.2747882620424,2.445822005544995
2015,3,201503,Netherlands,20604,259995.4020357261,12.618685790901091
2015,3,201503,Norway,32055,108350.3389505309,3.380138479192978
2015,3,201503,Poland,3321,13781.558114318908,4.149821774862664
2015,3,201503,Portugal,10684,48752.22861266292,4.563106384562235
2015,3,201503,Romania,5619,38997.975510931654,6.940376492424213
2015,3,201503,Serbia,2324,25433.546999526025,10.94386703938297
2015,3,201503,Slovakia,1011,5780.418880712618,5.717526093682115
2015,3,201503,Slovenia,1048,9070.706338268328,8.655254139569015
2015,3,201503,Spain,60134,374756.747697952,6.23202759999255
2015,3,201503,Sweden,23184,77414.55673385748,3.3391371952146947
2015,3,201503,Switzerland,20612,349169.4117670694,16.94010342359157
2015,3,201503,Ukraine,4173,15460.027702575939,3.704775390025387
2015,3,201503,United Kingdom,86571,1520128.9442869532,17.559332158424336
2015,3,201503,Western Sahara,188,513.3978672876269,2.730839719615037
2015,4,201504,Albania,865,4417.95505568761,5.107462492124405
2015,4,201504,Austria,13782,143475.7111976425,10.41036940920349
2015,4,201504,Belgium,14058,310286.0413204315,22.07184815197265
2015,4,201504,Bosnia and Herzegovina,492,2514.948677593135,5.111684304051088
2015,4,201504,Bulgaria,2166,17104.382011859358,7.8967599316063515
2015,4,201504,Croatia,3129,23896.93929107173,7.637244899671374
2015,4,201504,Cyprus,618,2029.619489842886,3.284173931784605
2015,4,201504,Czech Republic,5689,82007.27315196478,14.41505943961413
2015,4,201504,Denmark,14674,69472.32226178698,4.734382054094792
2015,4,201504,Estonia,754,1119.526064772832,1.4847825792743128
2015,4,201504,Faroe Islands,3,0.0,0.0
2015,4,201504,Finland,9629,12764.109170038617,1.3255903177940198
2015,4,201504,France,71330,1027383.7883695709,14.40324952151368
2015,4,201504,Germany,88800,1155030.514184312,13.007100384958468
2015,4,201504,Greece,14516,46263.92942341318,3.1870990233820047
2015,4,201504,Guernsey,549,1581.762446790708,2.8811702127335304
2015,4,201504,Hungary,4023,41578.007375933645,10.335075161803044
2015,4,201504,Ireland,10142,71640.7464172568,7.063769120218576
2015,4,201504,Isle of Man,892,4033.75243229731,4.522143982396087
2015,4,201504,Italy,59191,520303.25455773226,8.790242681450428
2015,4,201504,Jersey,604,1666.56992380431,2.759221728152831
2015,4,201504,Latvia,2145,1773.16500308946,0.8266503510906573
2015,4,201504,Lithuania,1996,5965.072797852629,2.9885134257778705
2015,4,201504,Luxembourg,2425,35823.8018972244,14.772701813288414
2015,4,201504,Macedonia,505,1421.316044633156,2.8144872170953583
2015,4,201504,Malta,1827,7019.54087345373,3.842113231228095
2015,4,201504,Moldova,820,1181.36782691977,1.4406924718533782
2015,4,201504,Montenegro,629,2006.654440351957,3.1902296348997727
2015,4,201504,Morocco,1531,4306.758210560554,2.813036061763915
2015,4,201504,Netherlands,22245,254726.1712992798,11.450940494460768
2015,4,201504,Norway,32115,107056.94569923116,3.3335496091929366
2015,4,201504,Poland,3816,18274.585689714233,4.78893754971547
2015,4,201504,Portugal,12724,65631.58578486508,5.158093821507786
2015,4,201504,Romania,5851,43983.915093752235,7.517332950564388
2015,4,201504,Serbia,2450,26682.100956344555,10.890653451569206
2015,4,201504,Slovakia,1040,7750.01001005499,7.451932701975951
2015,4,201504,Slovenia,1211,13053.596717179573,10.779188040610713
2015,4,201504,Spain,69587,499838.9448440479,7.182935675399829
2015,4,201504,Sweden,22758,77756.05784383033,3.416647238062674
2015,4,201504,Switzerland,19835,359646.5693634438,18.13191678162056
2015,4,201504,Ukraine,4408,17813.091610029558,4.041082488663693
2015,4,201504,United Kingdom,89730,1572977.4648709183,17.530117740676676
2015,4,201504,Western Sahara,136,225.4378171913734,1.6576310087600985
2015,5,201505,Albania,900,5367.78516243513,5.964205736039033
2015,5,201505,Austria,14537,166789.82849736922,11.473469663436006
2015,5,201505,Belgium,14921,343397.49798164784,23.014375576814412
2015,5,201505,Bosnia and Herzegovina,578,3477.748380314707,6.016865709887036
2015,5,201505,Bulgaria,2760,25704.33826405205,9.313166037700018
2015,5,201505,Croatia,4522,43242.169725314045,9.562620461148617
2015,5,201505,Cyprus,475,1448.256538057318,3.0489611327522486
2015,5,201505,Czech Republic,6485,91241.35664006419,14.06960009869918
2015,5,201505,Denmark,15378,80500.7722277771,5.234801159304012
2015,5,201505,Estonia,878,1042.6156811048686,1.187489386224224
2015,5,201505,Faroe Islands,5,0.0,0.0
2015,5,201505,Finland,10098,13826.067441357724,1.3691886949255023
2015,5,201505,France,78732,1302863.703246855,16.54808341267661
2015,5,201505,Germany,96083,1287769.5282266622,13.402678186845355
2015,5,201505,Greece,20956,75731.42392219785,3.6138301165393134
2015,5,201505,Guernsey,592,2586.300706348959,4.368751193157025
2015,5,201505,Hungary,4204,51535.07068390024,12.258580086560475
2015,5,201505,Ireland,11185,86447.29907365843,7.72885999764492
2015,5,201505,Isle of Man,937,4528.05952467299,4.832507496982913
2015,5,201505,Italy,63154,624382.3178960116,9.886663044241246
2015,5,201505,Jersey,748,2838.05012919338,3.794184664697032
2015,5,201505,Latvia,2373,2247.80133274642,0.9472403424974378
2015,5,201505,Lithuania,2203,7688.073474785744,3.4898200067116405
2015,5,201505,Luxembourg,2480,41586.0665225273,16.76857521069649
2015,5,201505,Macedonia,557,2583.880326665496,4.638923387191196
2015,5,201505,Malta,1999,6538.07708340037,3.2706738786395047
2015,5,201505,Moldova,936,1899.61336531212,2.029501458666795
2015,5,201505,Montenegro,805,3652.43281905534,4.537183626155702
2015,5,201505,Morocco,1497,3915.7313649902526,2.6157190146895477
2015,5,201505,Netherlands,24461,315008.17056632845,12.877975984887309
2015,5,201505,Norway,33128,119720.54723985866,3.613877905091121
2015,5,201505,Poland,12552,80654.51851992213,6.425630857227703
2015,5,201505,Portugal,13138,63624.464544276416,4.842781591130797
2015,5,201505,Romania,6035,55035.099280762246,9.11932051048256
2015,5,201505,Serbia,2655,29632.6029418733,11.161055721986177
2015,5,201505,Slovakia,1168,9578.069119746511,8.200401643618589
2015,5,201505,Slovenia,1302,15975.747209101526,12.270159146775365
2015,5,201505,Spain,77209,601100.7169025291,7.785371095371383
2015,5,201505,Sweden,23845,86423.2115940325,3.624374568841791
2015,5,201505,Switzerland,21107,401718.9907534831,19.032500627918846
2015,5,201505,Ukraine,4861,18337.033110481498,3.7722758918908657
2015,5,201505,United Kingdom,98553,1850866.5210398969,18.780417856786674
2015,5,201505,Western Sahara,148,258.55221392478387,1.746974418410702
2015,6,201506,Albania,952,5334.84503002342,5.603828813049811
2015,6,201506,Austria,15357,166490.49590655675,10.841342443612474
2015,6,201506,Belgium,15535,385067.1556397207,24.787071492740306
2015,6,201506,Bosnia and Herzegovina,581,4916.345852901149,8.461868937867726
2015,6,201506,Bulgaria,4363,35781.2945373241,8.20107598838508
2015,6,201506,Croatia,5317,61020.51543044044,11.476493404258123
2015,6,201506,Cyprus,579,1256.6520431129165,2.170383494150115
2015,6,201506,Czech Republic,7218,116042.38271408957,16.076805585216068
2015,6,201506,Denmark,16109,72448.50806780078,4.497393262635842
2015,6,201506,Estonia,865,1270.58198020129,1.4688809019668092
2015,6,201506,Faroe Islands,8,0.0,0.0
2015,6,201506,Finland,9724,13622.293268031031,1.4008940012372513
2015,6,201506,France,85276,1388750.9610659245,16.28536705598204
2015,6,201506,Germany,98544,1332282.017131512,13.51966651578495
2015,6,201506,Greece,26562,95844.94617489175,3.6083482484335425
2015,6,201506,Guernsey,621,1770.8395451765716,2.851593470493674
2015,6,201506,Hungary,4457,60050.35298099323,13.473267440204898
2015,6,201506,Ireland,12022,101882.60605409392,8.474680257369316
2015,6,201506,Isle of Man,1065,5398.24787709954,5.06877734938924
2015,6,201506,Italy,67519,635962.4031150135,9.419013953331854
2015,6,201506,Jersey,832,2883.1739531672,3.4653533090951925
2015,6,201506,Latvia,2484,2472.26024174246,0.9952738493327133
2015,6,201506,Lithuania,2116,6948.030063166943,3.2835680827821094
2015,6,201506,Luxembourg,2604,45989.424858539,17.66106945412404
2015,6,201506,Macedonia,610,2860.474156195066,4.689301895401748
2015,6,201506,Malta,2015,7185.64502348319,3.566076934731112
2015,6,201506,Moldova,971,2635.75752602726,2.7144773697500106
2015,6,201506,Montenegro,1261,8528.076903590361,6.762947584131928
2015,6,201506,Morocco,1636,3802.551166453348,2.3242977790057138
2015,6,201506,Netherlands,24126,278265.54655755125,11.533845086527036
2015,6,201506,Norway,34957,109950.08363800946,3.1452951808796366
2015,6,201506,Poland,15645,111268.35535353466,7.11207129137326
2015,6,201506,Portugal,14172,67759.12565824692,4.7811971251938274
2015,6,201506,Romania,6304,63435.52135738921,10.062741332073161
2015,6,201506,Serbia,2898,35024.39577336106,12.085712827246741
2015,6,201506,Slovakia,1647,15377.71819704957,9.336805219823662
2015,6,201506,Slovenia,1489,18929.486558785786,12.712885533099923
2015,6,201506,Spain,80271,659324.4254525609,8.213731303366856
2015,6,201506,Sweden,23841,80440.28791894868,3.3740316227905156
2015,6,201506,Switzerland,21562,419781.9566368246,19.46860015939266
2015,6,201506,Ukraine,5335,18905.508441762686,3.543675434257298
2015,6,201506,United Kingdom,101754,1840229.9366144398,18.085086941195822
2015,6,201506,Western Sahara,168,399.98928657136025,2.380888610543811
2015,7,201507,Albania,1066,5963.20411184735,5.5940001049224675
2015,7,201507,Austria,15449,170386.68302272802,11.02897812303243
2015,7,201507,Belgium,15773,369451.98913679126,23.42306404214742
2015,7,201507,Bosnia and Herzegovina,647,7014.041806991963,10.840868326108135
2015,7,201507,Bulgaria,5487,40242.29256477667,7.334115648765567
2015,7,201507,Croatia,6556,75183.4543402973,11.467885042754318
2015,7,201507,Cyprus,453,1405.073281380556,3.1017070229151344
2015,7,201507,Czech Republic,7546,118319.86998273479,15.67981314374964
2015,7,201507,Denmark,15095,95084.62137002645,6.299080580988834
2015,7,201507,Estonia,850,1474.5944500910864,1.7348170001071606
2015,7,201507,Faroe Islands,16,0.0,0.0
2015,7,201507,Finland,8651,11205.686265885151,1.2953053133609007
2015,7,201507,France,88596,1482544.1844864273,16.733759814059635
2015,7,201507,Germany,100000,1873190.6199220412,18.73190619922041
2015,7,201507,Greece,32007,118961.1643571045,3.716723352926063
2015,7,201507,Guernsey,588,1957.909607305721,3.3297782437172128
2015,7,201507,Hungary,4807,62925.05243628433,13.090295909358089
2015,7,201507,Ireland,12369,107795.10349635711,8.714940859920537
2015,7,201507,Isle of Man,932,3928.41807610417,4.215040854189024
2015,7,201507,Italy,74168,640337.8559828002,8.633613633680296
2015,7,201507,Jersey,845,3090.07921414987,3.65689847828387
2015,7,201507,Latvia,2537,2654.39188301677,1.0462719286625028
2015,7,201507,Lithuania,2118,7280.789500591066,3.4375776678900216
2015,7,201507,Luxembourg,2577,47567.8076965064,18.458598252427784
2015,7,201507,Macedonia,786,3776.578415771681,4.804807144747686
2015,7,201507,Malta,2238,7181.00700595728,3.208671584431314
2015,7,201507,Moldova,1062,2603.84773611409,2.4518340264727776
2015,7,201507,Montenegro,1614,11189.56693196577,6.932817182134926
2015,7,201507,Morocco,2090,8175.3092587802985,3.9116312242967934
2015,7,201507,Netherlands,25088,325148.2590829441,12.960310071864798
2015,7,201507,Norway,31395,82360.81683946674,2.6233736849646996
2015,7,201507,Poland,16048,114604.87074719716,7.14138028085725
2015,7,201507,Portugal,15698,79717.77983609408,5.078212500706719
2015,7,201507,Romania,6733,62008.82068290477,9.209686719575934
2015,7,201507,Serbia,3155,36194.422835447534,11.472083307590344
2015,7,201507,Slovakia,1866,17523.07846938154,9.390717293344878
2015,7,201507,Slovenia,1613,20116.743161994356,12.471632462488751
2015,7,201507,Spain,89265,751666.0915033168,8.420613807240427
2015,7,201507,Sweden,19280,67035.37756208782,3.4769386702327707
2015,7,201507,Switzerland,22332,465408.3429318592,20.84042373866466
2015,7,201507,Ukraine,5839,23871.03676096204,4.088206330015763
2015,7,201507,United Kingdom,105584,1948568.0430613172,18.45514512673622
2015,7,201507,Western Sahara,191,419.003841266609,2.1937373888304137
2015,8,201508,Albania,1089,8216.14849475075,7.544672630625115
2015,8,201508,Austria,15127,160744.25884515213,10.626314460577255
2015,8,201508,Belgium,14892,325188.7369649838,21.836471727436464
2015,8,201508,Bosnia and Herzegovina,670,7112.35733399022,10.61545870744809
2015,8,201508,Bulgaria,5643,46247.10664074245,8.195482303870715
2015,8,201508,Croatia,6595,81094.97165347832,12.296432396281777
2015,8,201508,Cyprus,526,1945.949927687384,3.699524577352441
2015,8,201508,Czech Republic,7442,109553.15023091504,14.720928544868991
2015,8,201508,Denmark,15501,88772.69282032046,5.726901027051188
2015,8,201508,Estonia,923,1514.6643271200087,1.641023106305535
2015,8,201508,Faroe Islands,11,2.15982721382284,0.19634792852934907
2015,8,201508,Finland,9659,12424.24112306129,1.2862864813191108
2015,8,201508,France,82431,1351054.5731463863,16.39012717480543
2015,8,201508,Germany,96262,1802011.2964115457,18.71986138259693
2015,8,201508,Greece,32930,128389.92129378415,3.898874014387615
2015,8,201508,Guernsey,677,2890.025972440321,4.268871451167387
2015,8,201508,Hungary,4571,57572.178353131894,12.59509480488556
2015,8,201508,Ireland,11696,84740.87295302819,7.245286675190508
2015,8,201508,Isle of Man,905,3602.35821525166,3.9805063151952047
2015,8,201508,Italy,72656,636839.800125071,8.765137086064069
2015,8,201508,Jersey,827,2744.62007500379,3.3187667170541597
2015,8,201508,Latvia,2541,3007.845710754373,1.1837251911666167
2015,8,201508,Lithuania,2225,8727.069384967464,3.922278375266276
2015,8,201508,Luxembourg,2482,47497.9067062223,19.136948713224132
2015,8,201508,Macedonia,795,4407.219449120313,5.543672263044418
2015,8,201508,Malta,2289,7687.32112900598,3.358375329404098
2015,8,201508,Moldova,1054,2411.23078266262,2.287695239717856
2015,8,201508,Montenegro,1693,12902.578735666859,7.621133334711671
2015,8,201508,Morocco,2461,11706.580232299399,4.756838777854286
2015,8,201508,Netherlands,24865,297669.37010338454,11.971420474698755
2015,8,201508,Norway,33540,84200.2698857806,2.5104433478169526
2015,8,201508,Poland,15612,102064.51698660551,6.537568344004964
2015,8,201508,Portugal,16016,82991.69269003053,5.181798994132775
2015,8,201508,Romania,6582,61598.807775275236,9.358676356012646
2015,8,201508,Serbia,3189,37834.41946606191,11.864038716231393
2015,8,201508,Slovakia,1730,17547.83839232453,10.143259186314758
2015,8,201508,Slovenia,1538,19732.322215342887,12.829858397492124
2015,8,201508,Spain,89417,741606.036296917,8.29379241415969
2015,8,201508,Sweden,22110,64835.60885895142,2.93241107457944
2015,8,201508,Switzerland,22172,432612.2151341957,19.51164600100107
2015,8,201508,Ukraine,5732,19735.954778905274,3.4431184192088753
2015,8,201508,United Kingdom,103573,1976034.3198121092,19.07866258399495
2015,8,201508,Western Sahara,172,276.4508534500539,1.607272403779383
2015,9,201509,Albania,969,5479.34993877724,5.654643899666914
2015,9,201509,Austria,15093,170251.97874001102,11.280194708806137
2015,9,201509,Belgium,15315,345456.38961057324,22.556734548519312
2015,9,201509,Bosnia and Herzegovina,586,5126.558952479293,8.748394116858861
2015,9,201509,Bulgaria,3912,29622.53516587757,7.572222690664001
2015,9,201509,Croatia,5210,59434.92913021515,11.40785587911999
2015,9,201509,Cyprus,404,1848.3864222475017,4.575213916454212
2015,9,201509,Czech Republic,7419,106723.18793627412,14.385117662255576
2015,9,201509,Denmark,16183,80278.49725803535,4.960668433419968
2015,9,201509,Estonia,970,1448.241910066976,1.493032896976264
2015,9,201509,Faroe Islands,13,138.030957523398,10.617765963338307
2015,9,201509,Finland,10464,13417.732860373715,1.2822756938430537
2015,9,201509,France,84418,1752533.5264114207,20.7601877136561
2015,9,201509,Germany,100705,1881273.154962966,18.681030286112566
2015,9,201509,Greece,26513,102490.01200583868,3.865651265637185
2015,9,201509,Guernsey,587,1713.133558951975,2.9184558074139266
2015,9,201509,Hungary,4611,55308.88248905859,11.994986443083624
2015,9,201509,Ireland,11350,83676.13085453454,7.372346330795994
2015,9,201509,Isle of Man,926,3578.09138630316,3.8640295748414255
2015,9,201509,Italy,67975,627259.4267709756,9.227795906891881
2015,9,201509,Jersey,744,2279.79139287006,3.0642357431049194
2015,9,201509,Latvia,2483,2424.063519474007,0.9762640030100713
2015,9,201509,Lithuania,2175,7874.986758851453,3.620683567288024
2015,9,201509,Luxembourg,2716,52994.4002636373,19.511929404873822
2015,9,201509,Macedonia,656,3253.873791956968,4.960173463349037
2015,9,201509,Malta,2023,6864.88570199427,3.3934185378122934
2015,9,201509,Moldova,974,2393.5320801717,2.457425133646509
2015,9,201509,Montenegro,1162,6907.00614523768,5.944067250634837
2015,9,201509,Morocco,2000,6978.41327946321,3.489206639731605
2015,9,201509,Netherlands,24170,301411.4870112786,12.470479396412022
2015,9,201509,Norway,35249,99977.71394541382,2.836327667321451
2015,9,201509,Poland,15286,104560.21921742777,6.840260317769709
2015,9,201509,Portugal,14335,69384.68729731638,4.840229319659322
2015,9,201509,Romania,6362,56431.730776876146,8.87012429689974
2015,9,201509,Serbia,2837,33145.29462399559,11.683219818116177
2015,9,201509,Slovakia,1603,13529.865967965781,8.440340591369795
2015,9,201509,Slovenia,1511,17764.623514294293,11.756865330439638
2015,9,201509,Spain,79915,667489.5638016885,8.352494072473108
2015,9,201509,Sweden,25225,83188.20093916438,3.2978474108687563
2015,9,201509,Switzerland,21794,444664.9603691548,20.403090775862843
2015,9,201509,Ukraine,5467,22568.72575254234,4.128173724628195
2015,9,201509,United Kingdom,102208,1946930.741235658,19.04871185460686
2015,9,201509,Western Sahara,169,322.49031117909317,1.9082266933674152
2015,10,201510,Albania,888,5567.99851751103,6.270268600800709
2015,10,201510,Austria,14220,157053.03255784637,11.04451705751381
2015,10,201510,Belgium,14623,307776.73509234044,21.047441365816894
2015,10,201510,Bosnia and Herzegovina,569,5117.547142910484,8.993931709860252
2015,10,201510,Bulgaria,2333,20136.96235465589,8.631359774820355
2015,10,201510,Croatia,3653,37566.99433162179,10.283874714377715
2015,10,201510,Cyprus,464,1461.087358940865,3.1488951701311745
2015,10,201510,Czech Republic,6262,82571.86009863735,13.186180149894179
2015,10,201510,Denmark,15879,63581.72676535078,4.004139225728999
2015,10,201510,Estonia,897,1158.0834956608107,1.2910629828994546
2015,10,201510,Faroe Islands,11,157.052435805136,14.277494164103274
2015,10,201510,Finland,10428,11798.283961710895,1.131404292454056
2015,10,201510,France,80339,1660399.3181754781,20.66741331327846
2015,10,201510,Germany,100388,1805370.8081335332,17.983930431262035
2015,10,201510,Greece,18525,65557.27971689244,3.5388545056352196
2015,10,201510,Guernsey,595,1401.2123418604801,2.354978725815933
2015,10,201510,Hungary,4372,49797.88374159954,11.390183838426244
2015,10,201510,Ireland,11224,80030.47482328668,7.130298897299241
2015,10,201510,Isle of Man,944,4224.5191847144,4.475126254994067
2015,10,201510,Italy,60483,560582.3683844393,9.268428622661562
2015,10,201510,Jersey,606,1863.9818864693,3.0758777004443894
2015,10,201510,Latvia,2363,1867.83687780503,0.7904514929348413
2015,10,201510,Lithuania,2239,5920.262535979949,2.6441547726574135
2015,10,201510,Luxembourg,2707,50510.266033804,18.659130415147395
2015,10,201510,Macedonia,593,2008.6513345325411,3.387270378638349
2015,10,201510,Malta,1958,7623.63826735615,3.893584406208453
2015,10,201510,Moldova,881,1747.9670248581,1.9840715378639047
2015,10,201510,Montenegro,739,3150.75815210263,4.26354283099138
2015,10,201510,Morocco,1738,5838.985170572432,3.3596002132177403
2015,10,201510,Netherlands,23831,286594.96925267583,12.026141129313745
2015,10,201510,Norway,34701,89422.99290073883,2.576957231801355
2015,10,201510,Poland,13601,90975.33712885164,6.688871195415898
2015,10,201510,Portugal,13684,76742.58801072928,5.60819848076069
2015,10,201510,Romania,6002,46657.08363519021,7.773589409395237
2015,10,201510,Serbia,2610,30146.660786766635,11.5504447458876
2015,10,201510,Slovakia,1313,10704.262342724676,8.152522728655503
2015,10,201510,Slovenia,1258,14436.042810936524,11.47539174160296
2015,10,201510,Spain,75209,554077.1396552444,7.367165361263205
