YEAR,Country_code,DIST_FLOWN_KM,DIST_DIRECT_KM,HFE_EFF
2019,CY,422.728889,411.72716122,1.0267209181619217
2019,DE,3027.224695,2959.71506692,1.0228095024533066
2019,DK,331.687892,329.99235004,1.0051381250498517
2019,EE,148.426128,147.88275114,1.003674376192025
2019,ES,2809.187384,2749.4764637400003,1.0217171963635496
2019,FI,158.925786,158.17115404,1.0047709834614291
2019,FR,4851.676301,4716.267506640001,1.0287110080523123
2019,GR,1171.810535,1158.0917863900002,1.011845994221895
2019,HR,448.454405,447.29114384,1.0026006800626843
2019,HU,558.911684,557.11686995,1.0032216113831933
2019,IE,274.582366,273.96713878,1.0022456241384994
2019,IT,2135.043094,2101.23849523,1.0160879399681375
2019,LT,127.933986,127.69932048,1.0018376411019099
2019,LV,166.033522,165.62784164,1.0024493488291766
2019,MT,144.134198,143.78958683000002,1.0023966350943578
2019,PL,991.147583,984.0904612100001,1.0071712124730106
2019,RO,867.132557,862.4643760600001,1.0054126072561114
2019,SE,728.251628,724.02726308,1.005834538470319
2019,SI,133.598392,133.47014364,1.0009608767661622
2019,SK,239.692406,239.02465878,1.0027936331900158
2020,AT,295.269231,294.34894849,1.0031265017752604
2020,BE,191.141663,188.5751455,1.0136100518082325
2020,BG,259.496422,258.81634553,1.0026276411121073
2020,CY,160.066925,156.23249175,1.0245431229256445
2020,DE,1306.274536,1279.70897632,1.020759063327346
2020,DK,132.784846,132.10307626,1.0051608922312918
2020,EE,61.292397,61.099503649999996,1.0031570362846967
2020,ES,1091.042748,1069.3205143100001,1.0203140530825938
2020,FI,71.432938,71.13881618,1.004134477290932
2020,FR,1887.425246,1833.52503325,1.0293970421851615
2020,GR,493.812362,488.30566809000004,1.0112771451774036
2020,HR,182.31845,181.929911,1.0021356521193483
2020,HU,241.26021,240.48769034999998,1.0032123043340626
2020,IE,115.540091,115.32339784999999,1.0018790042093788
2020,IT,845.004311,832.14017348,1.0154590992358923
2020,LT,59.592346,59.48917199,1.0017343325944652
2020,LV,71.243876,71.07522465000001,1.0023728570796715
2020,MT,56.337007,56.181278799999994,1.0027718877769654
2020,PL,398.289914,395.44633214,1.0071908161206393
2020,RO,361.110964,359.80148914,1.003639437021592
2020,SE,306.238322,304.75983614,1.0048513146572269
2020,SI,55.449189,55.4135398,1.0006433301342716
2020,SK,83.595727,83.37881781,1.002601490350874
2021,AT,367.716724,366.51976154000005,1.0032657514971928
2021,BE,207.443277,204.54148731,1.014186802531665
2021,BG,371.876556,370.73986976,1.0030659940640747
2021,CY,243.420885,236.50222205,1.0292541139361358
2021,DE,1497.925217,1469.69651871,1.0192071614313798
2021,DK,143.515769,142.8024082,1.0049954395657035
2021,EE,66.248866,65.97178635,1.0041999719172376
2021,ES,1546.982987,1515.7828776200001,1.0205834950642725
2021,FI,75.791849,75.46918675,1.0042754170794082
2021,FR,2494.880932,2426.22325327,1.0282981702683234
2021,GR,741.912394,733.05468915,1.0120832797076447
2021,HR,301.074396,300.46495964999997,1.002028310890927
2021,HU,314.526143,313.41206051999995,1.0035546892424994
2021,IE,173.620653,173.29651041,1.0018704507622982
2021,IT,1236.034571,1217.8820735499999,1.0149049713796077
2021,LT,84.016769,83.79664684000001,1.002626861196729
2021,LV,87.965822,87.73756059,1.002601638437005
2021,MT,71.376496,71.20517301999999,1.0024060468184226
2021,PL,493.637096,489.64586463,1.0081512612651513
2021,RO,497.265045,495.81386860000003,1.0029268572178054
2021,SE,327.287639,325.57882817,1.0052485317906106
2021,SI,79.254382,79.19959359,1.000691776403344
2021,SK,113.910723,113.62106425,1.0025493402294021
2022,AT,638.427209,636.3361562,1.0032860820175409
2022,BE,397.768401,392.79596947000005,1.012659069635336
2022,BG,641.732812,639.9301182300001,1.0028170166064165
2022,CY,350.207222,342.21665859,1.0233494285255507
2022,DE,2521.894572,2472.44948233,1.019998422626376
2022,DK,253.90779,252.69893967000002,1.0047837570334828
2022,EE,74.262889,74.01371721000001,1.0033665622994319
2022,ES,2673.823732,2621.19310851,1.0200788806132324
2022,FI,106.409387,105.97540512,1.004095118858084
2022,FR,4212.037351,4104.45848245,1.0262102464941454
2022,GR,1228.162664,1215.2201501200002,1.0106503450249091
2022,HR,453.578058,452.65059951,1.0020489500975012
2022,HU,560.281094,558.6008454099999,1.0030079592678862
2022,IE,315.774635,315.13782158,1.0020207457702386
2022,IT,2023.118602,1993.64232004,1.014785140575973
2022,LT,75.420885,75.13182412,1.0038473826954915
2022,LV,88.663804,88.20320241,1.0052220506445895
2022,MT,95.330672,95.17008547,1.0016873635156145
2022,PL,633.407436,625.10785673,1.013277035603769
2022,RO,776.844164,774.7005922000001,1.0027669680668665
2022,SE,513.6197,510.13660401,1.0068277711550606
2022,SI,128.492428,128.40681173000002,1.0006667580079787
2022,SK,185.858804,185.09510683000002,1.0041259716860123
2023,AT,688.992,686.76466337,1.0032432312680013
2023,BE,438.209356,432.86481583999995,1.0123469036161523
2023,BG,714.266929,711.8441978999999,1.0034034569743593
2023,CY,378.360212,371.26663985000005,1.0191064086793953
2023,DE,2501.832334,2454.73072348,1.0191880967103493
2023,DK,264.159698,262.80686047,1.005147649218824
2023,EE,71.280645,71.05037201,1.0032409821860973
2023,ES,2754.789726,2701.51756677,1.0197193458540763
2023,FI,105.619259,105.21775564000001,1.0038159278114023
2023,FR,4312.093563,4200.7501176999995,1.0265056102315753
2023,GR,1326.224433,1312.36137445,1.0105634460293453
2023,HR,492.487141,491.50961999000003,1.0019888135862323
2023,HU,594.386476,592.59843515,1.0030172891859686
2023,IE,331.049616,330.27233469,1.0023534557041527
2023,IT,2092.818734,2062.39771377,1.0147503170833094
2023,LT,72.930889,72.61462203,1.0043554171482065
2023,LV,82.93528,82.53991001,1.004790046293388
2023,MT,122.872259,122.71256319,1.0013013810961862
2023,PL,651.163056,644.5945585,1.010190122478361
2023,RO,869.249321,866.93874092,1.0026652172419335
2023,SE,503.654688,500.28153417000004,1.0067425111654307
2023,SI,135.530466,135.42194641,1.0008013441903387
2023,SK,189.921593,189.29194708,1.0033263217464496
