Emissions
128
128
0
0
128
128
128
0
128
0
0
0
128
128
0
0
0
0
128
0
128
128
128
128
128
128
0
0
0
0
0
0
0
0
0
128
0
0
0
0
0
0
0
0
0
0
0
0
0
0
128
0
128
128
0
128
128
128
0
128
128
64
0
0
128
0
1
0
32
0
128
64
128
128
128
128
128
128
128
64
36
128
128
128
64
128
128
128
36
36
128
64
36
36
128
36
128
36
128
128
128
128
128
128
6
6
8
6
6
6
0
6
61
128
6
6
6
0
6
6
61
6
6
6
6
61
61
61
128
61
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
128
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
128
0
0
128
128
128
0
128
128
128
0
0
128
0
0
0
128
0
128
0
128
128
128
128
128
128
0
0
0
0
0
0
0
0
0
128
0
0
0
0
0
0
0
0
0
0
0
8
8
8
128
0
0
0
0
0
0
0
0
0
64
0
0
0
0
0
0
0
0
0
0
0
0
64
64
64
64
64
128
0
0
128
128
128
0
128
128
128
0
0
128
0
0
0
0
0
128
0
128
128
128
128
128
128
128
0
4
128
128
128
66
128
128
128
0
0
128
66
0
0
128
0
128
126
128
128
128
128
68
60
0
0
0
0
0
0
64
0
0
97
0
0
0
64
0
0
0
0
0
0
0
0
0
0
0
0
64
0
30
64
64
64
128
64
128
128
30
30
64
128
0
0
64
30
64
0
64
128
128
128
64
64
0
0
0
0
0
0
64
0
128
128
0
0
0
64
0
0
0
0
0
0
0
128
128
128
128
128
0
0
0
0
0
0
0
0
128
64
0
0
0
0
0
0
0
0
0
0
0
128
128
128
0
0
64
0
0
64
64
64
64
64
64
64
0
0
64
64
128
0
64
0
64
128
64
64
64
64
64
64
128
128
32
128
128
128
64
128
128
128
32
32
128
128
32
32
96
32
128
32
128
128
128
128
128
128
128
0
0
64
128
128
0
64
0
128
0
0
128
0
0
0
64
0
128
0
128
0
0
0
0
0
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
96
64
64
96
96
96
64
128
64
128
64
64
96
64
64
64
64
64
96
64
96
64
64
64
64
64
128
0
0
64
128
128
0
128
64
32
0
0
128
0
0
0
96
0
128
0
128
64
64
64
0
0
0
64
0
0
0
0
0
0
0
64
0
0
0
0
64
64
0
0
0
64
0
0
0
0
0
0
128
128
0
128
128
128
2
128
128
128
0
0
128
2
0
0
128
0
128
128
128
128
128
128
128
128
128
0
0
128
128
128
64
128
128
128
0
0
128
128
0
0
64
0
128
0
128
128
128
128
128
128
128
30
0
128
128
128
0
128
128
128
0
0
128
0
30
30
128
0
128
30
128
128
128
128
128
128
128
0
0
128
128
128
0
128
128
128
0
0
128
0
0
0
116
0
128
0
128
128
128
128
128
128
